08出品者,08場所,フィールド1,神代０７,神代０８,07場所,07出品者,出典,修正・レコード内追加,修正事項,出所･担当等,品種名,交配親・産地,分類,花色,作出命名者,所属・Sec/原種　,発表見/掲載,読み,掲載,追加,フィールド3,フィールド2,担当者,入
,,,,,,,BUX ILTB,,,,La Rosiere,,tuber hyb.,white,Lemoine,,1883AvdH(0),,(0),,,,,
,,,,,,,BUX ILTB,,,,La Rosiere,,tuber hyb.,,Las,,AvdH (0),,(0),,,,,
,,○,,,,,BUX Beg'56,,,,Larry Halverson,,z,,,,,ﾗﾘｰ･ﾊﾙﾊﾞｰｿﾝ,,,,,,
,,,,,,,BUX ILTB,,,,Lascelles,,tuber hyb.,,Cannell,,1888JRHS(0),,(0),,,,,
,,,,,,,BUX PW,,,,Lash LaRue,,tuber hyb.,pink,Worley,CA,Cat 1987,,'87,,,,,
,,,,,,,BUX ILTB,,,,Latitia,,tuber hyb.,carmine,,,CPF 1888,,1888,,,,,
,,○,,,,,BUX Z,,,,Lattmanns Horbstzauber,,hiemalis,red,Lattmann,,1941Z list1979,ﾗｯﾄﾏﾝｽﾞ･ﾎﾙﾌﾞｽﾂｫｲﾍﾞﾙ,1979,,,,,
,,○,,,,,BUX Z,,,,Lattmanns Sensation,,hiemalis,orang/scarlet,Lattmann,,1941Z list1979,ﾗｯﾂﾏﾝｽﾞ･ｾﾝｾｲｼｮﾝ,1979,,,,,
,,,,,,,BUX ILTB,,,,La Tzarine,,tuber hyb.,white,Vallerand,,AvdH (0),,(0),,,,,
,,○,,,,,BUX TBG,,,,Laughton,masoniana seedling,rhiz,,Laughton,,,ﾛｰﾄﾝ,,,,,,
,,○,,,,,BUX,,,,Laura,→ Ingramii,shrub,,,,(0),ﾛｰﾗ,(0),,,,,
,,,,,,,BUX ILTB,,,,Laura Ashdown,,tuber hyb.,,Ware,,Gar 1911,,1911,,,,,
,,○,,,,,ABS R#175,,,,Laura Engelbert,dichroa x Elaine,cane,,Kusler,WI,1957 (2),ﾛｰﾗ･ｴﾝｹﾞﾙﾊﾞｰﾄ,(2),,,,,○'65
,,○,,,,,BUX,,,,Laura Jane,acetosa x acida,rhiz,,Schwerdtfeger,CA,1957 list(1),ﾛｰﾗ･ｼﾞｪｰﾝ,(1),,,,,○'70
,,○,,,,,BUX,,,,Laura Rohey,Kentwood x lubbersii,cane,,Nuss,CA,,ﾛｰﾗ･ﾛｳｲ,,,,,,
,,,,,,,BUX ILTB,,,,Laure,,tuber hyb.,white,Lemoine,,1893AvdH(0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Laurens Koster,,tuber hyb.,vermi/scarlet,,,CZ 1881,,1881,,,,,
,,,,,,,BUX ILTB,,,,Laurent Descours,,tuber hyb.,carmine,L. VanHoutte,,1876CLVH1876,,1876,,,,,
,,,,,,,BUX ILTB,,,,Laurentia,,tuber hyb.,red,,,1890CPF1893,,1893,,,,,
,,,,,,,BUX ILTB,,,,Laurie,,tuber hyb.,apricot,,,AB 1975,,1975,,,,,
,,,,,,,BUX MLT,,,,Laurie,,tuber hyb.,,Antonelli,CA,1970,,,,,,,
,,,,,,,BUX ILTB,,,,L'Aurore,,tuber hyb.,yellow,Lemoine,,CL 1882,,1882,,,,,
,,,,,,,BUX ILTB,,,,L'Aurore,,tuber hyb.,yellow,L. VanHoutte,,1885CLVH1886,,1886,,,,,
,,,,,,,BUX RDSBD,,,,Lausanne,,semp,red,Mauser,,1970/71list1971,,1971,,,,,
,,○,,,,,BUX MLT,,,,Lausanne,Interlaken seedling,cane,,Lee,CA,,ﾛｰｻﾞﾝﾇ,,,,,,
,,,,,,,BUX ILTB,,,,Lauter,,tuber hyb.,carmine,,,CPF 1888,,1888,,,,,
,,,,,,,BUX ILTB,,,,L'Automne,,tuber hyb.,salmon,Lemoine,,1890AvdH(0),,(0),,,,,
,,,,,,,BUX MLT,,,,Lavender,,tuber hyb.,,Mikkelsens,,,,,,,,,
,,○,,,,,BUX MO,,,,Lavender,,rex,,,,,ﾗﾍﾞﾝﾀﾞｰ,,,,,,
,,○,,,,,BUX Beg'56,,,,Lavender Blue,,rex,,Susie Zug,CA,P 181(1),ﾗﾍﾞﾝﾀﾞｰ･ﾌﾞﾙｰ,(1),,,,,
,,○,,,,,BUX Beg'60,,,,Lavender Glory,,z,,,,,ﾗﾍﾞﾝﾀﾞｰ･ｸﾞﾛｰﾘｰ,,,,,,
,,○,,,,,BUX Beg'63,,,,Lavender Glow,grandis ssp. Evansiana x rex cv.,rex,salmo/pink,Woodriff,CA,1942,ﾗﾍﾞﾝﾀﾞｰ･ｸﾞﾛｳ,,,,,,○
,,○,,,,,BUX Beg'56,,,,Lavender Lace,,rex,,Susie Zug,CA,(1),ﾗﾍﾞﾝﾀﾞｰ･ﾚ-ｽ,(1),,,,,
,,○,,,,,BUX MLT,,,,Lavender Lace,,rhiz,pink,Woodriff,CA,1973,ﾗﾍﾞﾝﾀﾞｰ･ﾚ-ｽ,,,,,,○'76
,,○,,,,,BUX Beg'54,,,,Lavender Ruffles,,rex,,,,,ﾗﾍﾞﾝﾀﾞｰ･ﾗｯﾌﾙｽﾞ,,,,,,
,,○,,,,,BUX WL,,,,Lavender Star,,rex,,Woodriff,CA,1942 (0),ﾗﾍﾞﾝﾀﾞｰ･ｽﾀｰ,(0),,,,,
,,○,,,,,BUX PSB,,,,Lavender Twist,,rex,,Lee,CA,,ﾗﾍﾞﾝﾀﾞｰ･ﾂｨｽﾄ,,,,,,
,,,,,,,BUX ILTB,,,,L'Avenir,,tuber hyb.,pink,,,C 1905,,1905,,,,,
,,,,,,,BUX ILTB,,,,L'Avenir,,tuber hyb.,crimson,Urbain,,1890 C(0),,(0),,,,,
,,,,,,,BUX ILTB,,,,L'Avenir,,tuber hyb.,,Vilmorin,,1891AvdH(0),,(0),,,,,
,,○,,,,,ABS R#743,,,,La Verne Hanell,Big Boy x Big Rex,rex,,Cole,CA,1975,ﾗ･ﾍﾞﾙﾈ･ﾊﾈﾙ,,,,,,
,,,,,,,BUX ILTB,,,,La Vesuve,,tuber hyb.,scarlet,Laing,,1889 Gar(0),,(0),,,,,
,,○,,,,,BUX Beg'81,,,,Lavinia,Cleopatra x manicata x Scottish Star,rhiz,,Barclay-Griffiths,,1981,ﾗﾋﾞﾆｱ,,,,,,
,,,,,,,BUX ILTB,,,,Lavinia,,tuber hyb.,salmon,B&L,England,1917 (0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Lavoisier,,tuber hyb.,rosy/salmon,Lemoine,,1891AvdH(0),,(0),,,,,
,,○,,,,,BUX Beg'47,,,,Lawrence H. Fewkes,,z,,Mrs. Fewkes,CA,1941 (0),ﾛｰﾚﾝｽ･Ｈ.･ﾌｭｰｸｽ,(0),,,,,○'93
,,○,,,,,BUX MLT1,,,,La Zoo,Dainty Lady x hydrocotylifolia,rhiz,white,Cole,CA,1980,ﾗ･ｽﾞｰ,,,,,,
,,,,,,,BUX ILTB,,,,Lea,,tuber hyb.,salmon,,,CZ 1889,,1889,,,,,
,,,,,,,BUX ILTB,,,,Leandre,,tuber hyb.,,Crousse,,AdvH (0),,(0),,,,,
,,○,,,,,BUX RHB,,,,Leandre Leroy,,rex,,,,1908 (0),ﾚｱﾝﾄﾞﾚ･ﾚﾛｲ,(0),,,,,
,,○,,,,,BUX JBS,,,,Leatherman,,rex,,,,,ﾚｻﾞｰﾏﾝ,,,,,,
,,○,,,,,BUX PSB,,,,Leatherman's Garden,,rex,,Leatherman,CA,,ﾚｻﾞｰﾏﾝｽﾞ･ｶﾞｰﾃﾞﾝ,,,,,,
,,○,,,,,BUX Beg'78,,,,Leatherman's Reiga,,rex,,Teupel,Germany,,ﾚｻﾞｰﾏﾝｽﾞ･ﾗｲｶﾞ,,,,,,
,,,,,,,BUX ILTB,,,,Le Boreal,,tuber hyb.,,Deleuil,,1881 Gar(0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Le Cafard,Ami Jean Bard x ?,tuber hyb.,,Billard,,1919JSNHF(0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Le Camellia,,tuber hyb.,,,,1909 RH (0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Le Cardinal,,tuber hyb.,,Bordeaux,,1878 RHB(0),,(0),,,,,
,,,,,,,BUX ILTB,,,,L'Ecarlate,,tuber hyb.,red,Crousse,,CCr 1882,,1882,,,,,
,,○,,,,,BUX ADR,,,,Lecco,seedling of Lucerna,cane,rose,A. D. Robinson,CA,1934 (0),ﾚｺ,(0),,,,,
,,,,,,,BUX ILTB,,,,Le Citronnier,,tuber hyb.,yellow,,,CZ 1881,,1881,,,,,
,,,,,,,BUX ILTB,,,,Le Colonel,pearcei x veitchii,tuber hyb.,,Halket,,1909 RH(0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Le Colosse,,tuber hyb.,rose,,,CZ 1905,,1905,,,,,
,,○,,,,,BUX Beg'63,,,,Le Compte,,z,,,,,ﾚ･ｺﾝﾌﾟﾀ,,,,,,
,,,,,,,BUX ILTB,,,,Le Coquet,,tuber hyb.,red,Crousse,,1882CCr1982-85,,82/85,,,,,
,,,,,,,BUX ILTB,,,,Le Correge,veitchii x Sedenii x pearcei,tuber hyb.,red,Lemoine,,1873 RHB(0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Le Cygne,,tuber hyb.,,,,AvdH (0),,(0),,,,,
,,,,,,,BUX RH,,,,Le Cygne,,semp,,,,1929 (0),ﾚ･,(0),,,,,
,,,,,,,BUX ILTB,,,,Leda,,tuber hyb.,pink,,,CPF 1888,,1888,,,,,
,,,,,,,BUX ILTB,,,,Leda,,tuber hyb.,white,,,1890CPF1893,,1893,,,,,
,,,,,,,BUX ILTB,,,,Le Dante,,tuber hyb.,vermilion,L. VanHoutte,,1880CLVH1881,,1881,,,,,
,,,,,,,BUX ILTB,,,,Le Dominion,,tuber hyb.,,Crousse,,AvdH (0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Le Drapeau Francais,,tuber hyb.,,Vallerand,,1900AvdH(0),,(0),,,,,
,,○,,,,,BUX MLT,,,,Lee Davis,,rex,,Davis,,,ﾘｰ･ﾃﾞｰﾋﾞｽ,,,,,,
,,○,,,,,BUX BE,,,,Leeds Castle,,rex,,,,(0),ﾘｰｽﾞ･ｷｬｯｽﾙ,(0),,,,,
,,○,,,,,BUX PSB,,,,Lee's Conch,,rex,,Lee,CA,,ﾘｰｽﾞ･ｺﾝｸ,,,,,,
,,○,,,,,BUX PSB,,,,Lee's #9,,rex,,Lee,CA,,ﾘｰｽﾞ･# 9,,,,,,
,,○,,,,,BUX MLT,,,,Lee's Luxurians,luxurians seedling,shrub,,Lee,CA,,ﾘｰｽﾞ･ﾙｸｽﾘｱﾝｽ,,,,,,○
,,○,,,,,BUX PSB,,,,Lee's Special,,rex,,Lee,CA,,ﾘｰｽﾞ･ｽﾍﾟｼｬﾙ,,,,,,
,,○,,,,,BUX PSB,,,,Lee's Stardust,,rex,,Lee,CA,,ﾘｰｽﾞ･ｽﾀｰﾀﾞｽﾄ,,,,,,
,,○,,,,,BUX Beg'61,,,,Lee's BKW,,z,,Robinson by Lee,CA,,ﾘｰｽﾞ･ＢＫＷ,,,,,,
,,○,,,,,BUX PSB,,,,Lee Street,,rex,,Leatherman,CA,,ﾘｰ･ｽﾄﾘｰﾄ,,,,,,
,,,,,,,BUX ILTB,,,,Le Flamboyant,Lafayette x Abondance de Boissy,tuber hyb.,red,Billard,,1911 RH(0),,(0),,,,,
,,○,,,,,BUX AvdH,,,,Le Florifere,,rex,,Bruant,,1880 (0),ﾚ･ﾌﾛﾘﾌｪｱｰ,(0),,,,,
,,,,,,,BUX ILTB,,,,Le Franc,,tuber hyb.,,Crousse,,AvdH (0),,(0),,,,,
,,○,,,,,BUX MG,,,,Legacy,Silver Star seedling,rhiz,,Bess Shippy,NY,1952 (2),ﾚｶﾞｼｰ,(2),,,,,
,,○,,,,,BUX CABS,,,,Legato,,rex,,Gillingwaters,CA,1956,ﾚｶﾞﾄ,,,,,,
,,,,,,,BUX ILTB,,,,Le Gaulois,,tuber hyb.,,Crousse,,AvdH (0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Le Geant,,tuber hyb.,,Thibaut&Keteleer,France,1879 Gar(0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Legende,,tuber hyb.,,,,1880AvdH(0),,(0),,,,,
,,○,,,,,BUX RH,,,,Leger,,z,,,,1875 (0),ﾚｶﾞｰ,(0),,,,,
,,○,,,,,BUX C,,,,Legia,acuminata x Carmen,z,,,,(0),ﾚｷﾞｱ,(0),,,,,
,,,,,,,BUX ILTB,,,,Le Grande Citoyen,,tuber hyb.,coral,Lemoine,,1883 G't(0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Le Grand Couronne,seedling of Paul Parre,tuber hyb.,salmn/rose,Billard,,1920JSNH(0),,(0),,,,,
,,○,,,,,BUX AvdH,,,,Leipsia microphylla,,z,,Klotzsch,Venezuela,1903 (0),ﾚｲﾋﾟｼｱ･ﾐｸﾛﾌｨﾗ,(0),,,,,
,,○,,,,,BUX DBH,,,,L'Empereur,,rex,,,,,ﾗﾝﾌﾟﾙｰﾙ,,,,,,
,,,,,,,BUX ILTB,,,,Le Jaune,,tuber hyb.,yellow,Vallerand,,1904CV1905,,1905,,,,,
,,,,,,,BUX ILTB,,,,Le Klondyke,,tuber hyb.,orange,Crousse,,1904 Gar(0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Lelia,,tuber hyb.,purple,Fontaine,,1800 Gar(0),,(0),,,,,
,,,,,,,BUX KB,,,,Lemahoutii,origin unk.  syn. lemaoutii,tuber hyb.,,Vallerand,,1879 (0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Le Maouti,syn. of Moonlight,tuber hyb.,,,,J 1889(0),,(0),,,,,
,,○,,,,,BUX Gar,,,,Le Mervelleaux,,rex,,,,1905 (0),ﾚ･ﾒﾙﾍﾞﾛｰ,(0),,,,,
,,○,,,,,BUX FSJ,,,,Lemoinea,,z,,,,1880 (0),ﾚﾓｲﾈｱ,(0),,,,,
,,○,,,,,BUX IH,,,,Lemoineana,,z,,,,1889 (0),ﾚﾓｲﾈｱｰﾅ,(0),,,,,
,,,,,,,BUX ILTB,,,,Lemoine,,tuber hyb.,oran/vermilon,Lemoine,,CLVH1886,,,,,,,
,,,,,,,BUX ILTB,,,,Lemoinei,Mastodonte x Leviathan  syn. Monstruosa,tuber hyb.,,Lemoine,,1874 GC (0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Lemoinei,,tuber hyb.,white,,,CZ 1881,,,,,,,
,,,,,,,BUX ILTB,,,,Lemoine's Mrs. Laing,,tuber hyb.,,Lemoine,,1880 Gar(0),,(0),,,,,
,,○,,,,,BUX GW,,,,Lemoines,,z,,,,1902(0),ﾚﾓｲﾈｽ,(0),,,,,
,,,,,,,BUX ILTB,,,,Lemon,,tuber hyb.,yellow,Benary,Germany,1933 Ben(0),,(0),,,,,
,,○,,,,,BUX JABS,,,,Lemon Marga,Cleopatra x bowerae var. nigramarga,rhiz,,Yorke,Aust.,1981 Oct,ﾚﾓﾝ･ﾏｰｶﾞ,,,,,,
,,,,,,,BUX ILTB,,,,Lena,,tuber hyb.,crimson,AM B&L,England,1912 C(0),,(0),,,,,
,,○,,,,,BUX PSB,,,,Len-O,,cane,,Lee,CA,,ﾚﾝ･O,,,,,,
,,,,,,,BUX AmF,,,,Lenora,,semp,white,,,1886 (0),,(0),,,,,
,,○,,,,,ABS R#173,,,,Lenore Olivier,dichroa x Elaine,cane,,Kusler,WI,1957 (2),ﾚﾉｰﾙ･ｵﾘﾋﾞｴ,(2),,,,,○'65
,,○,,,,,BUX,,,,Leo C. Shippy,,rhiz,,Merry Gardens,MA,1958/59cat(1),ﾚｵ･C･ｼｯﾋﾟｰ,(1),,,,,○'76
,,○,,,,,BUX C,,,,Leodiense,echinosepala x princips,z,,Liege,,1937 (0),ﾚｵﾃﾞｨｴﾝｽ,(0),,,,,
,,,,,,,BUX ILTB,,,,Leonard,,tuber hyb.,,Barron,,1880 Gar(0),,(0),,,,,
,,○,,,,,BUX Beg'81,,,,Leonidas,,rhiz,,Paul Epple,,,ﾚｵﾆﾀﾞｽ,,,,,,
,,,,,,,BUX JSNH,,,,Leon Beaucher,,semp,,,,1906 (0),ﾚｵﾝ･,(0),,,,,
,,○,,,,,BUX C,,,,Leon Delaville,evansiana  x  rex,rex,,Urbain,,1895 (0),ﾚｵﾝ･ﾄﾞｩﾗﾋﾞﾙ,(0),,,,,
,,,,,,,BUX ILTB,,,,Leon de St. Jean,,tuber hyb.,orange,Crousse,,1874 IH (0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Leon de Saint-Jean,,tuber hyb.,orange/red,Crousse,,1885CCr1885,,1885,,,,,
,,,,,,,BUX ILTB,,,,Leon de St. Jean,,tuber hyb.,red,Crousse,,MDGZ 1892,,1892,,,,,
,,,,,,,BUX ILTB,,,,Leon Duval,,tuber hyb.,scarlet,,,1878 RHB(0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Leon Gambetta,,tuber hyb.,vermilion,Lemoine,,1883AvdH(0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Leon Gros Jean,,tuber hyb.,,Crousse,,1899AvdH(0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Leonora,,tuber hyb.,yellow,B&L,England,1904 (0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Leonora,,tuber hyb.,pink,Laing,,1889 Gar(0),,(0),,,,,
,,,,,,,BUX G'a,,,,Leonore,schmidtii x odorata,semp,,Haage & Schmidt,,1886 (0),ﾚｵﾉｱ,(0),,,,,
,,,,,,,BUX ILTB,,,,Leon Perrault,,tuber hyb.,rose,,,AvdH (0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Leon Plisson,,tuber hyb.,oran/scarlet,L. VanHoutte,,1875 GC (0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Leon Sagehomme,,tuber hyb.,flesh/salmon,L. VanHoutte,,CLVH1892,,,,,,,
,,,,,,,BUX ILTB,,,,Leon Tolstoi,,tuber hyb.,,,,AvdH (0),,(0),,,,,
,,○,,,,,BUX GC,,,,Leontre,,rex,,,,1921 (0),ﾚｵﾝﾄﾚ,(0),,,,,
,,,,,,,BUX ILTB,,,,Leon van Montenacken,,tuber hyb.,carmine,L. VanHoutte,,1889CLVH1890,,1890,,,,,
,,,,,,,BUX ILTB,,,,Leonora,,tuber hyb.,pink,,,GMag,,,,,,,
,,○,,,,,BUX H't,,,,Leopardii,,rex,,,,1875 (0),ﾚｵﾊﾟﾙﾃﾞｨｲ,(0),,,,,
,,○,,,,,BUX JRHS,,,,Leopardiana,,z,,,,(0),ﾚｵﾊﾟﾙﾃﾞｨｱｰﾅ,(0),,,,,
,,○,,,,,BUX FSJ,,,,Leopardina,,rex,,,,1858 (0),ﾚｵﾊﾟﾙﾃﾞｨﾅ,(0),,,,,
,,○,,,,,BUX C,,,,Leopardinus,rex  x  Reichenheimi,rex,,L. VanHoutte,,1857 (0),ﾚｵﾊﾟﾙﾃﾞｨﾅｽ,(0),,,,,
,,,,,,,BUX ILTB,,,,Leopold Ⅱ,,tuber hyb.,scarlet,L. VanHoutte,,1877 (0),,(0),,,,,
,,○,,,,,BUX AvdH,,,,Leopald Ⅱ,,rex,,Moens,,1880 (0),ﾚｵﾊﾟﾙﾄﾞⅡ,(0),,,,,
,,,,,,,BUX ILTB,,,,Leopold De Rothschild,,tuber hyb.,crimson,,,CC 1897,,1897,,,,,
,,○,,,,,BUX C,,,,Leopoldi,griffithii x splendida,rhiz,,Verschaffelt,,1859 (0),ﾚｵﾎﾟﾙﾃﾞｨ,(0),,,,,
,,○,,,,,BUX JSNH,,,,Leopoldii,griffithii x splendida   syn annulata,rhiz,,C. Koch,,1859 (0),ﾚｵﾎﾟﾙﾃﾞｨｲ,(0),,,,,
,,○,,,,,JBS1,,,,Leopon,Virbob x Chumash,rhiz,pink,Shigemi H.,Japan,1974,ﾚｵﾎﾟﾝ,,,,,,○
,,○,,,,,ABS R#  44,,,,Leora,imperialis x metallica,rhiz,,Schwerdtfeger,CA,1951 (0),ﾚｵﾗ,(0),,,,,
,,○,,,,,ABS R#183,,,,Leo Rowan,heracleifolia var. nigricans x unk.,rhiz,pink,Budd,CA,1960 (3),ﾚｵ･ﾛｰﾜﾝ,(3),,,,,
,,○,,,,,BUX Beg'66,,,,Leo Turner,,z,,,,,ﾚｵ･ﾀｰﾅｰ,,,,,,
,,,,,,,BUX ILTB,,,,Le Pactole,,tuber hyb.,yellow,Crousse,,1879 IH(0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Le Pactole,,tuber hyb.,yellow,,,CV 1905,,1905,,,,,
,,,,,,,BUX ILTB,,,,Le Papillon,seedling of Picta Marmorata,tuber hyb.,,Vallerand,,1901 RHB(0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Le Parnasse,,tuber hyb.,red,Crousse,,CCr 1884,,1884,,,,,
,,,,,,,BUX ILTB,,,,Le Phare,,tuber hyb.,,Vallerand,,1901AvdH(0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Le Phare,,tuber hyb.,red,Vallerand,,1905CV1905,,1905,,,,,
,,,,,,,BUX ILTB,,,,Le Phoceen,,tuber hyb.,rose,Deleuil,,1878 GC(0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Le Pinacle,,tuber hyb.,pink,Crousse,,CCr 1883,,1883,,,,,
,,○,,,,,BUX Beg'79,,,,Leprechaun,Bowtique x Tiger Kitten,rhiz,white,Woodriff,CA,1978,ﾚﾌﾟﾘｺｰﾝ,,,,,,○'83
,,,,,,,BUX ILTB,,,,Le Progres,,tuber hyb.,red,Blancquaert&Vermeire,,1880 CLVH1881,,1881,,,,,
,,○,,,,,BUX RH,,,,Le Puy,rubra x schmidtiana,z,,,,1938 (0),ﾚ･ﾌﾟｲ,(0),,,,,
,,○,,,,,BUX JSNH,,,,Le Resplendissant,,rex,,Chantrier,,1919 (0),ﾚ･ﾚｽﾌﾟﾗﾝﾃﾞｨｻﾝ,(0),,,,,
,,○,,,,,BUX GC,,,,Lerme,,rex,,,,1884 (0),ﾚﾙﾏ,(0),,,,,
,,○,,,,,BUX MO,,,,Les Matheson,,rex,,,,,ﾚ･ﾏﾄｿﾝ,,,,,,○'70
,,○,,,,,BUX PSB,,,,Leslie,,rex,,,,,ﾚｽﾘｲ,,,,,,
,,○,,,,,BUX PSB,,,,Leslie's Hemsleyana Rex,,rex,,Woodriff,CA,,ﾚｽﾘｲｽﾞ･ﾍﾑｽﾚｲｱｰﾅ･ﾚｯｸｽ,,,,,,
,,○,,,,,ABS R#130,,,,Leslie Lynn,Lexington x Bill,rhiz,,Motschman,CA,1954 (0),ﾚｽﾘｰ･ﾘｰﾝ,(0),,,,,○'70
,,,,,,,BUX ILTB,,,,Leslie Simpson,,tuber hyb.,salmon,T. White & Son,Scotland,TW (0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Le Soudan,,tuber hyb.,vermilion,Crousse,,1883CCr1884,,1884,,,,,
,,○,,,,,BUX RH,,,,Lesoudsii,beddomei x diadema,z,,Bruant,,1885 (0),ﾚｿｳﾄﾞｼｲ,(0),,,,,
,,,,,,,BUX ILTB,,,,Lessing,,tuber hyb.,red,Neubronner,,MDGZ 1892,,1892,,,,,
,,,,,,,BUX ILTB,,,,Le Sphynx,,tuber hyb.,,Crousse,,AvdH (0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Le Tasse,,tuber hyb.,carmine,L. VanHoutte,,1880 CLVH1881,,1881,,,,,
,,,,,,,BUX ILTB,,,,L'Etincelante,,tuber hyb.,,,,CZ 1881,,1881,,,,,
,,,,,,,BUX ILTB,,,,Le Titien,,tuber hyb.,red,Lemoine,,1875AvdH(0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Le Trophee,,tuber hyb.,,Lemoine,,1879AvdH(0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Lettie,,tuber hyb.,rose,B&L,England,1918 Gar(0),,(0),,,,,
,,○,,,,,BUX C,,,,Lettonica,heracleifolia x nelumbiifolia,rhiz,,Latvia,,1935 (0),ﾚﾄﾆｶ,(0),,,,,
,,○,,,,,ABS R#  49,,,,Letty,Lettonica selfed,rhiz,,Behrends,CA,1951 (0),ﾚﾃｨ,(0),,,,,
,,,,,,,BUX ILTB,,,,Le Tzar,,tuber hyb.,red,,,RdeN (0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Leuchtfeuer,,tuber hyb.,orange,Rothmund,,1952DieG1952,,1952,,,,,
,,○,,,,,BUX G'a,,,,Leuchfeuer,,z,,,,1933 (0),ﾚｸﾌｨｰｱｰ,(0),,,,,
,,,,,,,BUX RDSBD,,,,Leuchtfunk,Heterosis,semp,red,Benary,Germany,1927list1962,,1962,,,,,
,,,,,,,BUX RDSBD,,,,Leuchtrakete,,semp,red,Hermann,,List 1962,,1962,,,,,
,,,,,,,BUX ILTB,,,,Le Vengeur,,tuber hyb.,,Crousse,,AvdH (0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Le Vengeur,,tuber hyb.,scarlet,,,CPF 1904,,1904,,,,,
,,,,,,,BUX ILTB,,,,Le Vesuve,,tuber hyb.,,Lemoine,,CL 1882,,1882,,,,,
,,,,,,,BUX ILTB,,,,Le Vesuve,davisii x L'erecta,tuber hyb.,,Vincent,,1883SNHF1883,,1883,,,,,
,,,,,,,BUX ILTB,,,,Le Vesuve,,tuber hyb.,scarlet,,,1886CCr1886,,1886,,,,,
,,,,,,,BUX ILTB,,,,Le Vesuve,,tuber hyb.,,Crousse,,CL 1887,,1887,,,,,
,,,,,,,BUX ILTB,,,,Leviathan,Hybrida Cinnabarina x veitchii,tuber hyb.,vermilion,Lemoine,,1873 C (0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Leviathan,,tuber hyb.,rose,T. S. Ware,,1893 Gar(0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Le Vivicans,,tuber hyb.,,,,1875 RH (0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Lewis Bond,,tuber hyb.,salmo/apricot,B&L,England,1951 (0),,(0),,,,,
,,○,,,,,ABS R#554,,,,Lewis's Zip,Zip x Cleopatra,rhiz,,Lewis,CA,1973,ﾙｲｽｲｽﾞ･ｼﾞｯﾌﾟ,,,,,,
,,○,,,,,ABS R#  24,,,,Lexington,Sunderbruchii x unk.,rhiz,,Slocum,CA,1950 (0),ﾚｷｼﾝﾄﾝ,(0),,,,,
,,,,,,,BUX ILTB,,,,Leza,,tuber hyb.,blush,Antonelli,CA,1952 AB(0),,(0),,,,,
,,○,,,,,BUX CABS,,,,Libby Lee,bowerae x Bow-Nigra,rhiz,pink,Schuler,,,ﾘﾋﾞｰ･ﾘｰ,,,,,,○
,,○,,,,,BUX Beg'81,,,,Libby Lee,bowerae x bowerae var. nigramarga,rhiz,,MacLanahan,CA,1954,ﾘﾋﾞｰ･ﾘｰ,,,,,,
,,,,,,,BUX ILTB,,,,Livelle,,tuber hyb.,pink,Neubronner,,MDGZ 1892,,1892,,,,,
,,○,,,,,BUX,,,,Libelle,,rex,,Teupel,Germany,1929 (0),ﾘﾍﾞﾗ,(0),,,,,○
,,,,,,,BUX ILTB,,,,Liberte,,tuber hyb.,,Crousse,,AvdH (0),,(0),,,,,
,,○,,,,,BUX G'a,,,,Lichtelfe,hybrid fimbriata,z,,,,(0),ﾘｸﾃﾙﾌｪ,(0),,,,,
,,,,,,,BUX JBS,,,,Lichtperle,,semp,pink,,,,ﾘﾋﾄﾊﾟｰﾙ,,,,,,○
